context: In a way, I can turn Jirou's stuff into my stuff! response:	Move it!
context: are the same as everybody else.\Yes, sir.\The clouds...\Those thick clouds are clearing up!\They've cleared up.\And that maiden...\I can see her as well.\I, too, response:	will walk in the light with you.
context: Yes, sir.\The clouds...\Those thick clouds are clearing up!\They've cleared up.\And that maiden...\I can see her as well.\I, too,\will walk in the light with you. response:	There!
context: The clouds...\Those thick clouds are clearing up!\They've cleared up.\And that maiden...\I can see her as well.\I, too,\will walk in the light with you.\There! response:	There!
context: Those thick clouds are clearing up!\They've cleared up.\And that maiden...\I can see her as well.\I, too,\will walk in the light with you.\There!\There! response:	There!
context: They've cleared up.\And that maiden...\I can see her as well.\I, too,\will walk in the light with you.\There!\There!\There! response:	Hey, is something wrong?
context: And that maiden...\I can see her as well.\I, too,\will walk in the light with you.\There!\There!\There!\Hey, is something wrong? response:	It's nothing.
context: I can see her as well.\I, too,\will walk in the light with you.\There!\There!\There!\Hey, is something wrong?\It's nothing. response:	There!
context: I, too,\will walk in the light with you.\There!\There!\There!\Hey, is something wrong?\It's nothing.\There! response:	I sensed Jirou's presence just now.
context: will walk in the light with you.\There!\There!\There!\Hey, is something wrong?\It's nothing.\There!\I sensed Jirou's presence just now. response:	Boys!
context: There!\There!\There!\Hey, is something wrong?\It's nothing.\There!\I sensed Jirou's presence just now.\Boys! response:	It seems Master Jirou has finally come to!
context: There!\There!\Hey, is something wrong?\It's nothing.\There!\I sensed Jirou's presence just now.\Boys!\It seems Master Jirou has finally come to! response:	Brother Suirou is tending to him now.
context: There!\Hey, is something wrong?\It's nothing.\There!\I sensed Jirou's presence just now.\Boys!\It seems Master Jirou has finally come to!\Brother Suirou is tending to him now. response:	Truly?!
context: Hey, is something wrong?\It's nothing.\There!\I sensed Jirou's presence just now.\Boys!\It seems Master Jirou has finally come to!\Brother Suirou is tending to him now.\Truly?! response:	Peach Pills, huh?
context: It's nothing.\There!\I sensed Jirou's presence just now.\Boys!\It seems Master Jirou has finally come to!\Brother Suirou is tending to him now.\Truly?!\Peach Pills, huh? response:	That medicine saved you.
context: There!\I sensed Jirou's presence just now.\Boys!\It seems Master Jirou has finally come to!\Brother Suirou is tending to him now.\Truly?!\Peach Pills, huh?\That medicine saved you. response:	You must be grateful to that girl, Jirou.
context: I sensed Jirou's presence just now.\Boys!\It seems Master Jirou has finally come to!\Brother Suirou is tending to him now.\Truly?!\Peach Pills, huh?\That medicine saved you.\You must be grateful to that girl, Jirou. response:	How does it feel to wake up to your shattered dreams?
context: Boys!\It seems Master Jirou has finally come to!\Brother Suirou is tending to him now.\Truly?!\Peach Pills, huh?\That medicine saved you.\You must be grateful to that girl, Jirou.\How does it feel to wake up to your shattered dreams? response:	That was harsh.
context: It seems Master Jirou has finally come to!\Brother Suirou is tending to him now.\Truly?!\Peach Pills, huh?\That medicine saved you.\You must be grateful to that girl, Jirou.\How does it feel to wake up to your shattered dreams?\That was harsh. response:	But while you were asleep, Shinjurou kept the compound running smoothly.
context: Brother Suirou is tending to him now.\Truly?!\Peach Pills, huh?\That medicine saved you.\You must be grateful to that girl, Jirou.\How does it feel to wake up to your shattered dreams?\That was harsh.\But while you were asleep, Shinjurou kept the compound running smoothly. response:	Thanks to that, our Great Brothers are all over the moon.
context: Truly?!\Peach Pills, huh?\That medicine saved you.\You must be grateful to that girl, Jirou.\How does it feel to wake up to your shattered dreams?\That was harsh.\But while you were asleep, Shinjurou kept the compound running smoothly.\Thanks to that, our Great Brothers are all over the moon. response:	In honor of your recovery, he is holding a cherry blossom viewing party tonight.
context: Peach Pills, huh?\That medicine saved you.\You must be grateful to that girl, Jirou.\How does it feel to wake up to your shattered dreams?\That was harsh.\But while you were asleep, Shinjurou kept the compound running smoothly.\Thanks to that, our Great Brothers are all over the moon.\In honor of your recovery, he is holding a cherry blossom viewing party tonight. response:	You will attend with me, won't you?
context: That medicine saved you.\You must be grateful to that girl, Jirou.\How does it feel to wake up to your shattered dreams?\That was harsh.\But while you were asleep, Shinjurou kept the compound running smoothly.\Thanks to that, our Great Brothers are all over the moon.\In honor of your recovery, he is holding a cherry blossom viewing party tonight.\You will attend with me, won't you? response:	Cherry blossom viewing...
context: You must be grateful to that girl, Jirou.\How does it feel to wake up to your shattered dreams?\That was harsh.\But while you were asleep, Shinjurou kept the compound running smoothly.\Thanks to that, our Great Brothers are all over the moon.\In honor of your recovery, he is holding a cherry blossom viewing party tonight.\You will attend with me, won't you?\Cherry blossom viewing... response:	Suirou!
context: How does it feel to wake up to your shattered dreams?\That was harsh.\But while you were asleep, Shinjurou kept the compound running smoothly.\Thanks to that, our Great Brothers are all over the moon.\In honor of your recovery, he is holding a cherry blossom viewing party tonight.\You will attend with me, won't you?\Cherry blossom viewing...\Suirou! response:	I heard that Jirou's awake!
context: That was harsh.\But while you were asleep, Shinjurou kept the compound running smoothly.\Thanks to that, our Great Brothers are all over the moon.\In honor of your recovery, he is holding a cherry blossom viewing party tonight.\You will attend with me, won't you?\Cherry blossom viewing...\Suirou!\I heard that Jirou's awake! response:	Please excuse me!
context: But while you were asleep, Shinjurou kept the compound running smoothly.\Thanks to that, our Great Brothers are all over the moon.\In honor of your recovery, he is holding a cherry blossom viewing party tonight.\You will attend with me, won't you?\Cherry blossom viewing...\Suirou!\I heard that Jirou's awake!\Please excuse me! response:	These past two days, I only thought of Jirou getting well, so I sorta half-forgot about it,
context: Thanks to that, our Great Brothers are all over the moon.\In honor of your recovery, he is holding a cherry blossom viewing party tonight.\You will attend with me, won't you?\Cherry blossom viewing...\Suirou!\I heard that Jirou's awake!\Please excuse me!\These past two days, I only thought of Jirou getting well, so I sorta half-forgot about it, response:	but Jirou confessed his feelings for me.
context: In honor of your recovery, he is holding a cherry blossom viewing party tonight.\You will attend with me, won't you?\Cherry blossom viewing...\Suirou!\I heard that Jirou's awake!\Please excuse me!\These past two days, I only thought of Jirou getting well, so I sorta half-forgot about it,\but Jirou confessed his feelings for me. response:	Wow. After all that, you could not even speak to the poor guy.
context: You will attend with me, won't you?\Cherry blossom viewing...\Suirou!\I heard that Jirou's awake!\Please excuse me!\These past two days, I only thought of Jirou getting well, so I sorta half-forgot about it,\but Jirou confessed his feelings for me.\Wow. After all that, you could not even speak to the poor guy. response:	How stupid.
context: Cherry blossom viewing...\Suirou!\I heard that Jirou's awake!\Please excuse me!\These past two days, I only thought of Jirou getting well, so I sorta half-forgot about it,\but Jirou confessed his feelings for me.\Wow. After all that, you could not even speak to the poor guy.\How stupid. response:	But it's the first time in my life that a guy's said he liked me!
context: Suirou!\I heard that Jirou's awake!\Please excuse me!\These past two days, I only thought of Jirou getting well, so I sorta half-forgot about it,\but Jirou confessed his feelings for me.\Wow. After all that, you could not even speak to the poor guy.\How stupid.\But it's the first time in my life that a guy's said he liked me! response:	Just hurry up and go thank him or apologize to him or whatever.
context: I heard that Jirou's awake!\Please excuse me!\These past two days, I only thought of Jirou getting well, so I sorta half-forgot about it,\but Jirou confessed his feelings for me.\Wow. After all that, you could not even speak to the poor guy.\How stupid.\But it's the first time in my life that a guy's said he liked me!\Just hurry up and go thank him or apologize to him or whatever. response:	After all, we are leaving tonight.
context: Please excuse me!\These past two days, I only thought of Jirou getting well, so I sorta half-forgot about it,\but Jirou confessed his feelings for me.\Wow. After all that, you could not even speak to the poor guy.\How stupid.\But it's the first time in my life that a guy's said he liked me!\Just hurry up and go thank him or apologize to him or whatever.\After all, we are leaving tonight. response:	Tonight?
context: These past two days, I only thought of Jirou getting well, so I sorta half-forgot about it,\but Jirou confessed his feelings for me.\Wow. After all that, you could not even speak to the poor guy.\How stupid.\But it's the first time in my life that a guy's said he liked me!\Just hurry up and go thank him or apologize to him or whatever.\After all, we are leaving tonight.\Tonight? response:	Yes, is that a problem for you?
